,category,city,food_mean,food_num,food_q1,food_q2,food_q3,food_var,money,post,rate,rate_num,uuid
164,台灣美食,taichung,13153.846153846154,13,13000.0,14000.0,15000.0,4927.8822701682975,$,407,4.7,500,fcfe59b8-2091-43b7-9b50-44cd12585a09
165,台灣美食,taichung,85446.15384615384,13,92400.0,92400.0,92400.0,24088.829692957923,$$$,403,4.8,43,30bf5904-4563-4823-ba76-c64e5f4fc558
166,健康美食,taichung,11300.0,5,9900.0,9900.0,13900.0,2154.0659228538016,$,407,4.5,51,b86bc1a7-a577-4f04-8ea1-912e43ed00dc
167,健康美食,taichung,8678.57142857143,14,6125.0,10000.0,11750.0,3568.748994781659,$,407,4.9,500,517d8a5b-a344-4f50-9dee-ff221eb82450
168,健康美食,taichung,11735.29411764706,17,10500.0,12000.0,13000.0,2668.540287579707,$,403,4.7,500,933aba2d-c96c-4079-9fa3-2b615a81c9d1
169,健康美食,taichung,17700.0,7,18300.0,19800.0,21300.0,7561.367979029041,$,403,4.9,500,58429a6a-6c94-4637-9308-f54f166c7d64
170,健康美食,taichung,6176.470588235294,17,4000.0,5000.0,9000.0,3105.692953226893,$,407,4.8,500,90deb3cb-f657-43fa-a61c-bcb47da2caed
171,健康美食,taichung,12333.333333333334,12,12000.0,12000.0,12000.0,745.3559924999299,$,407,4.8,500,007b31a6-9bd5-4249-b196-16436014963a
172,健康美食,taichung,15750.0,12,12875.0,16250.0,18625.0,3198.3068437325815,$,403,4.7,272,50f344d2-ac28-4085-9ef7-419915599ee6
173,健康美食,taichung,20395.0,40,10900.0,23100.0,27775.0,8671.503618173725,$$,403,4.9,500,bd0d570a-d294-44d6-99cf-755872e93ee0
174,健康美食,taichung,6363.636363636364,11,5500.0,6000.0,7000.0,1596.742551840936,$,403,4.9,41,87a7bb40-6e42-4b86-a364-1f622d2d28aa
175,健康美食,taichung,4820.0,20,500.0,2000.0,4350.0,5922.8878091687675,$,403,4.6,203,f6abf972-5e7c-419a-a7cf-c2589cbbf653
176,健康美食,taichung,17995.652173913044,23,14500.0,17000.0,24000.0,6524.967316984252,$,403,4.7,397,1a2bb6fb-972c-4ba8-9c89-a3377a7d0d2f
177,Vegetarian Friendly,taichung,17162.62626262626,99,10000.0,15000.0,24000.0,7474.530299875351,$,408,4.7,115,3524bf6e-f800-4501-8e35-abd75c94e6f6
178,台灣美食,taichung,4277.777777777777,36,3500.0,4000.0,5000.0,982.0927516479827,$,403,4.8,141,4c5fb19e-315d-4a94-8575-3ea11ce7fae8
179,泰國美食,taichung,44081.25,80,18500.0,24500.0,28500.0,86135.73749285194,$$,408,4.6,58,875c86e2-4c6b-484a-a792-259e905495d4
180,台灣美食,taichung,6450.0,30,3000.0,3750.0,6000.0,7000.416654266612,$,407,4.4,500,2e244798-c7aa-4302-9e35-60eafaeb4805
181,台灣美食,taichung,7088.235294117647,51,4000.0,6000.0,9500.0,3828.0516243585753,$,403,4.7,500,490ab686-e4ad-4e53-9d84-570a990d16f2
182,台灣美食,taichung,6342.105263157895,19,5000.0,5500.0,7000.0,3112.1689491200564,$,403,4.7,500,7b14cf83-81aa-4b74-b831-9a60d934f9ab
183,台灣美食,taichung,2698.6301369863013,73,2000.0,2500.0,2500.0,1336.3714058727192,$,404,4.7,500,6c1cc0c6-f8e7-4a46-8390-a4d2ddd9285f
184,台灣美食,taichung,6272.058823529412,68,4000.0,6000.0,8000.0,3185.9454958335596,$,407,4.6,500,14c132fd-fcde-45b7-bdc3-2c0396772230
185,台灣美食,taichung,6333.333333333333,6,5625.0,6500.0,7000.0,687.1842709362768,$,404,4.7,500,2527b719-1237-47d2-bc4d-cd46b3ee4b02
186,台灣美食,taichung,3732.5581395348836,43,2500.0,3500.0,5500.0,1709.57915809201,$,400,4.6,500,6aa7c884-fbe3-4132-9147-660fa638c868
187,台灣美食,taichung,24545.16129032258,31,17900.0,27000.0,29900.0,11249.654868101723,$$,40746,4.7,500,e3fef51f-f675-4a17-84c3-f5741f9faa19
188,台灣美食,taichung,6563.888888888889,36,2800.0,3500.0,4750.0,9387.792095700604,$,403,4.6,389,8d833a13-6b2e-40dc-af2e-1493ccb348ab
189,台灣美食,taichung,17131.35593220339,118,9125.0,15500.0,17000.0,11020.2871409924,$,403,4.7,141,22800e40-49f4-4295-a7d9-b4c31be5ec55
190,日式料理,taichung,58000.0,5,55000.0,55000.0,55000.0,17776.388834631176,$$$,403,4.7,148,563e87fd-fa8c-48b1-b3c7-fda8ff25dd4b
191,台灣美食,taichung,8309.52380952381,42,4000.0,7250.0,9500.0,4419.8583000239105,$,407,4.7,181,a9307280-73a9-4bb6-9727-3efa8a9eb048
192,台灣美食,taichung,4661.016949152542,59,3000.0,4500.0,5000.0,2427.6665890334566,$,407,4.6,147,dcb47d08-f91c-40c5-850b-f7e7e86b77dd
193,台灣美食,taichung,11231.683168316831,101,4500.0,6500.0,19000.0,7506.563869530482,$,408,4.7,500,a0d1a10b-06a9-4834-a79e-ced0719ded09
194,台灣美食,taichung,24173.91304347826,23,17000.0,19000.0,25000.0,13399.06607359679,$,403,4.5,393,b15f13dd-54fc-4408-abc8-06ce366abaeb
195,台灣美食,taichung,4978.260869565217,23,3750.0,4500.0,5500.0,1759.9299693920952,$,407,4.7,44,be308353-5fc8-4851-be10-78756c56c884
196,台灣美食,taichung,3430.5555555555557,36,2500.0,3000.0,4000.0,1419.8629520024585,$,404,4.5,79,f93152f0-7ca6-41f6-ad13-87ed2d10ad50
197,台灣美食,taichung,4285.714285714285,35,3000.0,4200.0,4650.0,2493.092498099826,$,407,4.6,107,553cde0d-c686-4139-bb04-2eb42e97ec35
198,台灣美食,taichung,19333.333333333332,33,6000.0,7000.0,22000.0,23118.6880547694,$$,403,4.6,58,c48be85f-0b3f-45e2-a7ce-d5e3549bab7e
199,台灣美食,taichung,5104.166666666667,48,3625.0,4700.0,6500.0,2214.6254699660217,$,403,4.7,500,05e41a1c-6d26-4f7d-9e08-799677005625
200,台灣美食,taichung,7510.0,10,1650.0,8750.0,12775.0,5434.234076666186,$,403,4.8,194,d6b1c200-d266-4d10-8ccd-2233201fc3ec
201,台灣美食,taichung,9052.0,50,6200.0,8000.0,9800.0,4669.357129198836,$,403,4.8,500,bf0840d2-61b0-47ca-b654-60d5a1fb9db0
202,台灣美食,taichung,8564.516129032258,31,5500.0,7500.0,12000.0,4205.875183144582,$,403,4.8,500,e0aedabe-e0a6-4e82-ab6a-a9b3ba36d80c
203,台灣美食,taichung,10109.09090909091,33,7500.0,8500.0,9500.0,6143.158975955022,$,408,4.8,500,17c5cf80-298c-4af1-a145-e8451a851ca9
204,台灣美食,taichung,9217.391304347826,23,4250.0,7000.0,13000.0,5891.825743011358,$,404,4.6,500,3fd74a04-2073-4c12-a5f4-279f4a22c07e
205,台灣美食,taichung,20610.81081081081,37,5000.0,10000.0,38000.0,17459.571583607838,$,403,4.7,315,f63b3fdb-70cf-4263-89b6-5d56cb92186a
206,台灣美食,taichung,7142.857142857143,7,5500.0,8000.0,9000.0,2386.184726927152,$,407,4.8,449,a62dfe66-ecfe-4dbd-9e2c-49d9758d7b6f
207,台灣美食,taichung,17616.82242990654,107,9000.0,15000.0,20500.0,12443.062744509327,$,403,4.7,500,0d16b1a7-f4ec-4fa8-8a57-dc29076d090c
208,台灣美食,taichung,7343.75,16,6000.0,6000.0,7250.0,3019.306366949204,$,408,4.8,234,1c855779-b252-45d1-af85-2ca47829666f
209,台灣美食,taichung,6892.405063291139,79,2500.0,3000.0,15000.0,6040.3028709355785,$,407,4.8,500,46a57502-3f04-4b87-876f-55e190c9dc9b
210,台灣美食,taichung,11935.483870967742,31,8000.0,11000.0,16000.0,4442.721367919178,$,404,4.7,158,8f69222b-2132-4880-9d3b-6cae6cbe42b7
211,台灣美食,taichung,7295.238095238095,21,3000.0,5000.0,9900.0,5319.996078630508,$,407,4.8,251,592807e9-0fcd-4604-bf23-03d5000858c1
212,台灣美食,taichung,3656.25,96,2000.0,3000.0,4000.0,4094.147563392572,$,407,4.7,330,9b50fffb-96f7-4b99-a70e-5c8c9d7ab5fc
213,台灣美食,taichung,7131.578947368421,19,4000.0,4500.0,5750.0,5208.399353228848,$,403,4.6,264,49ae7f91-2775-4677-a70c-f0dc5aceca98
214,台灣美食,taichung,14041.666666666666,24,9500.0,11500.0,17000.0,8621.577420763686,$,408,4.6,198,2dee6f06-213b-4749-9e52-36e39ba6e072
215,台灣美食,taichung,6560.0,55,3000.0,4500.0,7000.0,7092.264672290381,$,407,4.7,195,ca7d54b7-7c87-4132-88d2-b8f2843cd8ea
216,台灣美食,taichung,17271.428571428572,35,13000.0,18000.0,18000.0,10624.327109544973,$,403,4.7,293,92089a96-78bf-4722-aa53-14d5b99c1b58
217,台灣美食,taichung,3555.5555555555557,36,2000.0,2500.0,4000.0,2323.7235975960416,$,407,4.4,153,6c64676e-d225-4463-ae27-3ba08d3dd9ef
218,台灣美食,taichung,12279.411764705883,34,7125.0,10000.0,16125.0,7068.146416962957,$,403,4.7,27,bac4c1f6-918c-4522-94da-04850eee337d
219,台灣美食,taichung,12535.0,20,4500.0,5500.0,19900.0,11340.86747122988,$,407,4.9,30,6a7abdc5-c0bf-4cff-bacb-9e820e2a67e0
220,台灣美食,taichung,7692.307692307692,39,6000.0,9000.0,9250.0,2371.3443785615996,$,404,4.7,500,5264385c-cc8c-46f2-aa35-9aaf02d354d4
221,台灣美食,taichung,10109.09090909091,33,7500.0,8500.0,9500.0,6143.158975955022,$,407,4.8,500,56dcb4e4-9ef2-4436-8b47-ac28fe95ef68
222,台灣美食,taichung,5191.111111111111,45,3500.0,4000.0,8500.0,2591.0806173162773,$,403,4.5,500,5171960d-60a4-4066-ac1a-93f694aa019b
223,台灣美食,taichung,6138.888888888889,18,2500.0,4500.0,9000.0,4064.7726311824476,$,408,4.7,500,f3b9eb67-9ab1-48c1-930a-0b3308cd9dd4
224,台灣美食,taichung,6741.935483870968,31,3500.0,6500.0,7500.0,4887.229850205625,$,408,4.8,500,e17afe23-72fb-486a-a5e6-f2f377504433
225,台灣美食,taichung,3871.1290322580644,31,2500.0,3500.0,6000.0,1809.0291950413532,$,407,4.6,275,5f2265aa-10d8-42ac-9ecc-ef32c796e9b0
226,台灣美食,taichung,7854.7169811320755,53,5000.0,6500.0,10000.0,3721.8156472820024,$,403,4.6,500,d4b584db-324c-404b-8537-d759310d0cdf
227,台灣美食,taichung,8541.666666666666,36,4000.0,6500.0,13000.0,5609.237173329959,$,408,4.8,500,a3f44504-032d-4c46-9336-ab9fd79d076a
228,台灣美食,taichung,3933.3333333333335,30,2750.0,4000.0,5500.0,1464.7715028479888,$,802,4.7,500,0943b87f-67f3-4302-8bd8-0920470e696e
229,台灣美食,taichung,6153.086419753086,81,4000.0,5000.0,7000.0,2991.679260047902,$,407,4.7,500,cf603325-4b19-4aae-a562-0e581119ff94
230,台灣美食,taichung,5894.594594594595,37,4000.0,6000.0,8000.0,2281.173944568057,$,407,4.5,500,de01e4ee-94f2-4f3d-b6ce-fcb5a6b6d806
231,台灣美食,taichung,6221.153846153846,52,4500.0,5000.0,7125.0,2465.947823584079,$,403,4.7,500,b757222d-c94b-4422-83ed-3ac504331a0c
232,台灣美食,taichung,5278.846153846154,52,4500.0,5000.0,6000.0,1892.3262585080438,$,408,4.6,500,42c76cf1-da1f-4960-914b-c420e5662818
233,台灣美食,taichung,7909.836065573771,61,5500.0,8000.0,9000.0,3002.0596709938113,$,404,4.7,500,5f1b4457-225c-4e2c-855c-9356dca47ffa
234,台灣美食,taichung,6837.8378378378375,37,3000.0,6000.0,11000.0,4304.388166420049,$,403,4.7,500,c5e5771e-d451-48b4-9c1f-8b0f361c9b4d
235,台灣美食,taichung,15000.0,11,14000.0,14000.0,15500.0,2412.090756622109,$,408,4.6,500,5438a51a-77dc-42ee-a4ea-5f820d5e3fde
236,台灣美食,taichung,9314.285714285714,70,9000.0,9750.0,10500.0,1726.20853849335,$,407,4.7,500,cad9049c-4c8f-4a26-a1bb-316924db2248
237,台灣美食,taichung,6388.888888888889,9,4500.0,5500.0,9000.0,2389.5347964007296,$,404,4.8,500,40479dd2-c4b7-44f3-a95d-1e238024479b
238,台灣美食,taichung,13153.846153846154,13,13000.0,14000.0,15000.0,4927.8822701682975,$,407,4.7,500,fcfe59b8-2091-43b7-9b50-44cd12585a09
239,台灣美食,taichung,6129.62962962963,27,5000.0,5000.0,6750.0,2716.8629533471562,$,407,4.7,500,fa7b06c8-773a-44e8-8a83-50ac4b32e0bc
240,台灣美食,taichung,14312.5,16,6000.0,13000.0,17250.0,10420.645073602689,$,408,4.8,390,05e843bb-d61a-402d-9fa8-4263fffe3d05
241,台灣美食,taichung,11727.472527472528,91,4500.0,6000.0,22000.0,9148.843269633719,$,407,4.8,500,0e9caf77-5491-4fbf-be38-28fd0325e01a
242,台灣美食,taichung,8531.25,32,6000.0,8000.0,8750.0,3766.5001576397153,$,403,4.7,500,271f014c-8976-452c-8314-af2a9a41fc75
243,台灣美食,taichung,9400.0,45,8000.0,9500.0,10000.0,3349.295116554792,$,403,4.6,500,4aeb58e2-9734-4c9d-b9bf-6d4be22b5061
244,台灣美食,taichung,6268.518518518518,54,4000.0,5250.0,8000.0,3937.842240227041,$,403,4.5,500,b832b1be-de8e-4a4b-9ba0-949fe5f83b78
245,台灣美食,taichung,14281.25,32,12000.0,14000.0,14000.0,9004.285004235484,$,407,4.7,500,f4458365-90b9-459f-9c64-53b0e9c7f780
246,台灣美食,taichung,2545.4848484848485,66,1500.0,2000.0,2500.0,1570.868600125848,$,403,4.7,468,1f76161b-f8af-4383-99f1-2acf736defac
247,台灣美食,taichung,9125.0,20,5000.0,7500.0,14000.0,4714.008379288268,$,407,4.7,500,bef92b4b-57ae-44c4-a43c-440e88c954b4
248,台灣美食,taichung,3375.0,108,2000.0,2500.0,3500.0,3815.2502223654033,$,403,4.7,500,3c0b50dc-3d2c-4c27-a7a0-bba6507b17e0
249,台灣美食,taichung,9314.285714285714,70,9000.0,9750.0,10500.0,1726.2085384933498,$,403,4.7,370,daa32d86-8f12-4498-a1a8-56a9e8439b93
250,台灣美食,taichung,9700.0,15,6000.0,10000.0,12750.0,4214.261501141095,$,406,4.6,500,1aaa302e-e41e-4cdb-a24f-e2ec4989ffa2
251,台灣美食,taichung,15047.619047619048,21,15000.0,15000.0,15000.0,1090.0498230723424,$,403,4.8,454,eaac2f1a-183c-4e36-8f7a-d41121d287cc
252,台灣美食,taichung,8800.0,15,3250.0,6000.0,17000.0,6712.674578735364,$,403,4.7,465,c8dc72c4-8e77-4d8f-ab9c-5a270125f2a3
253,台灣美食,taichung,9288.461538461539,26,5375.0,7500.0,14500.0,4653.726953336757,$,407,4.8,228,a5ad7e61-c40c-4517-ad85-03914cc28238
254,台灣美食,taichung,9404.255319148937,47,4500.0,6000.0,16000.0,5878.773842584774,$,407,4.7,500,d105ae7b-f6d5-45e1-a48c-500432905ef8
255,台灣美食,taichung,5117.64705882353,17,4000.0,5500.0,6000.0,978.1346557832876,$,407,4.7,500,307c1a6d-5db4-4c9d-ba66-d0177338bf92
256,台灣美食,taichung,6716.0,25,4900.0,6000.0,8000.0,2663.0328574766027,$,407,4.7,323,613ea489-7b77-4b52-8b3d-c3bf9b7d14eb
257,台灣美食,taichung,8500.0,90,5000.0,7000.0,11000.0,4452.2154285504,$,407,4.6,500,c684d78c-aa7d-47e6-bd7a-828f6cd773cb
258,台灣美食,taichung,15750.0,20,14000.0,14500.0,18250.0,3128.4980421921314,$,407,4.7,429,93e6f7d6-cf6b-43ee-84e4-b43c0a759398
259,台灣美食,taichung,4680.0,5,100.0,100.0,100.0,9160.0,$,407,4.6,500,49f6fccd-9a16-4728-a047-5ce360c8a356
260,台灣美食,taichung,8660.714285714286,84,5500.0,7500.0,9625.0,5394.640591257543,$,403,4.8,18,946de5e0-6afa-4319-bb0c-c5d527e4bda8
261,台灣美食,taichung,16188.059701492537,67,6500.0,15500.0,25750.0,9886.075272571174,$$,407,4.6,275,1b0faa03-2db7-4d20-9e95-31dcd782062b
262,台灣美食,taichung,7656.25,32,7500.0,8500.0,8500.0,2001.7082548413493,$,407,4.7,395,17e64b62-531f-4281-8da5-857eb66d81e0
263,台灣美食,taichung,10813.725490196079,51,8000.0,11000.0,14000.0,4765.028634271644,$,403,4.6,210,2031d2ad-45fd-43ce-a1a5-215f9a8159e4
264,台灣美食,taichung,2769.7368421052633,76,2000.0,2500.0,2625.0,1569.5305815871816,$,403,4.7,174,2b8c2654-44ec-4df8-b9e2-98a014b53d31
265,台灣美食,taichung,8770.833333333334,24,7400.0,8000.0,10250.0,1596.736037115159,$,408,4.5,161,ce904bcd-7f98-4c30-a5f9-85feb5a1e3c2
266,台灣美食,taichung,15000.0,11,12000.0,13000.0,15000.0,5443.929062392679,$,403,4.6,103,f7c4c9fd-5099-4e2c-90d5-d12dc30d02d6
267,台灣美食,taichung,6572.972972972973,74,3500.0,4700.0,6500.0,4869.466292340723,$,407,4.6,50,539ab8ac-a056-4b81-945d-07d44ac1283b
268,台灣美食,taichung,5578.9473684210525,19,3750.0,6000.0,7000.0,2053.6434752764917,$,403,4.6,500,2a47ad67-f64a-4451-af0f-36d2c6e65216
269,台灣美食,taichung,5423.076923076923,13,3000.0,6000.0,6500.0,3257.2177476523275,$,403,4.7,500,0c64c421-8962-488e-aabe-9262a79d77fe
270,台灣美食,taichung,5090.909090909091,11,2750.0,6500.0,6750.0,2182.764946098722,$,404,4.7,75,d29d310c-fce8-4375-a596-0ac04c84f194
271,台灣美食,taichung,4274.193548387097,31,2000.0,4000.0,6000.0,2135.8639170641095,$,407,4.6,172,c7d1c040-bbac-43dc-ae6b-3033ae72582e
272,台灣美食,taichung,10166.666666666666,6,10000.0,10000.0,10750.0,687.1842709362768,$,403,4.6,97,c8084b68-861b-4102-ada0-712fd30af944
273,台灣美食,taichung,4608.695652173913,23,3000.0,4500.0,5000.0,1781.282645706217,$,403,4.7,286,f3f33de6-544f-45a1-b00b-00eea9435e7c
274,台灣美食,taichung,9785.714285714286,63,7500.0,10000.0,11000.0,3514.950253338831,$,403,4.4,320,4559cc70-9fe5-4006-9559-37c42be8943e
275,台灣美食,taichung,12647.058823529413,17,10000.0,15000.0,16500.0,5540.664394972526,$,407,4.7,138,653dd252-2e44-469b-b43e-7e9e8bc28af6
276,台灣美食,taichung,17490.0,50,10000.0,14000.0,24000.0,11600.211204973813,$,407,4.6,74,f1fd2646-7f0f-4a24-9a1f-254cfaa9580f
277,台灣美食,taichung,4053.030303030303,66,3000.0,4000.0,4375.0,1764.8263453906043,$,403,4.6,164,3c1032ca-2d94-4126-8f86-69864ad0491d
278,台灣美食,taichung,12318.181818181818,55,7500.0,12000.0,15000.0,6471.703187628456,$,404,4.6,128,5ab06810-ed88-4f58-902c-f5491fe94235
279,台灣美食,taichung,8600.0,15,7000.0,9000.0,9000.0,2388.863048955856,$,403,4.7,169,85013b5f-b659-4452-917e-f7f2b22934de
280,台灣美食,taichung,6655.384615384615,65,4500.0,5000.0,8500.0,4383.782377011213,$,403,4.8,76,f6fb2d14-6f15-46d5-82b4-65d718d7a074
281,台灣美食,taichung,3520.0,25,2000.0,3000.0,5000.0,1627.7591959500644,$,407,4.6,351,9de917f6-7ee4-4ea2-b03f-4a189b8ee468
282,台灣美食,taichung,11509.09090909091,55,5250.0,7500.0,10500.0,15904.685104222053,$,407,4.6,58,34c17e1e-8289-40be-90b0-46ab1145bcac
283,台灣美食,taichung,7833.333333333333,9,5500.0,6000.0,7500.0,4275.25177946022,$,407,4.4,157,5a8355bd-41f7-4d9a-97dc-c2fa701b6b3a
284,台灣美食,taichung,5596.153846153846,26,4500.0,6500.0,6500.0,1461.1588575855096,$,403,4.4,60,86d15f78-bbb9-4826-bda5-0ea3a958f55e
285,台灣美食,taichung,9041.666666666666,24,5375.0,8000.0,13625.0,4429.815333497423,$,407,4.7,56,b8b0e77e-5302-4a10-8fc4-17059e48aaa3
286,台灣美食,taichung,13152.631578947368,19,8250.0,10000.0,17000.0,8706.220910847396,$,403,4.7,214,79d8f26a-b7b0-40e1-9797-9ceed842bbdb
287,台灣美食,taichung,14126.0,50,9050.0,13450.0,18550.0,6026.634550061916,$,407,4.8,230,7125d76c-682d-437a-a8ce-2aecf02257c2
288,台灣美食,taichung,5500.0,8,4500.0,5500.0,6125.0,1118.033988749895,$,404,4.6,144,582c0e26-2a95-4df1-9431-2ecb30347915
289,台灣美食,taichung,22273.333333333332,30,14900.0,23900.0,23900.0,10328.34072938254,$,408,4.6,81,2acbb08e-09d6-46d6-b850-1c75d881dfe6
290,台灣美食,taichung,9383.333333333334,30,4500.0,8000.0,12000.0,5777.37445173459,$,404,4.5,34,de82c08c-0cbe-4a3e-84c7-d694d1b9e0a0
291,台灣美食,taichung,8552.380952380952,21,3000.0,6000.0,13000.0,6189.362537190728,$,403,4.7,48,942cf73a-5b7f-4c82-b81d-0c7d5d93350b
292,台灣美食,taichung,13305.555555555555,36,12000.0,12000.0,15000.0,4402.142435756862,$,407,4.7,41,15a3e6cf-765e-4111-b571-1c6d051016a8
293,台灣美食,taichung,6425.0,20,4500.0,6500.0,7500.0,2014.1685629559408,$,403,4.5,37,a3801e20-af16-491c-b368-5b92deaea039
294,台灣美食,taichung,3964.285714285714,28,3000.0,3500.0,3625.0,2625.182209419579,$,403,4.4,21,9c0bd68b-9049-4f5f-a309-b5385584da5a
295,台灣美食,taichung,14382.35294117647,34,6625.0,14900.0,20900.0,7849.258885519264,$,403,4.2,16,41181f34-b77c-46e0-9904-701bacf8125f
296,台灣美食,taichung,22560.0,10,15000.0,20000.0,29350.0,9902.242170336978,$,403,4.7,500,23fe9672-f658-4120-aae0-8faa79081aad
297,台灣美食,taichung,39001.44927536232,69,16000.0,36000.0,45000.0,29715.06958124853,$$,407,4.6,180,81200f17-7680-4048-99c7-a7092b7af153
298,台灣美食,taichung,15476.0,50,13250.0,15000.0,16000.0,4497.5353250419275,$,408,4.6,21,b4877900-9c50-4cac-9d05-a2f6bc602984
299,台灣美食,taichung,15788.157894736842,76,6000.0,8250.0,15000.0,24818.66852055049,$$,408,4.7,20,f11f3ef6-f912-456b-bbbb-7e048aff38e2
300,台灣美食,taichung,68485.71428571429,7,79900.0,79900.0,79900.0,27959.175778339417,$$,403,4.7,61,e2a22869-c5e3-48a4-8486-25ce2f1e9ebb
301,台灣美食,taichung,5142.857142857143,49,3500.0,5000.0,6000.0,2055.3563671340225,$,407,4.8,500,d45204d3-dea2-4907-945d-58061f1dd5d0
302,台灣美食,taichung,6983.333333333333,60,4225.0,7000.0,10000.0,4030.102011391551,$,403,4.6,500,905583e4-d328-4dba-be0e-a2bdff040be8
303,台灣美食,taichung,9220.0,50,7000.0,9000.0,11500.0,3315.3582008585436,$,407,4.6,500,e5f2a734-224f-44d7-8258-a53d6e79d9df
304,台灣美食,taichung,6333.333333333333,36,4125.0,6500.0,8500.0,2990.726407487726,$,407,4.7,232,9c62d090-7c61-4bbc-b205-a0a41500834e
305,台灣美食,taichung,15400.0,28,4500.0,12750.0,20175.0,15439.536447519586,$,403,4.7,500,cec36b1f-309b-4c6c-b1cd-af81b78f7138
306,台灣美食,taichung,13600.0,15,3250.0,14900.0,19950.0,9722.482536197567,$,403,4.7,500,e71a0798-e391-4e26-927e-9d1cb9747d26
307,台灣美食,taichung,10214.285714285714,56,7875.0,9500.0,13000.0,4886.988138027807,$,408,4.6,218,31c36459-b059-49ab-bf3a-5899f76ef0cd
308,台灣美食,taichung,4461.864406779661,118,3500.0,4500.0,5375.0,1609.2381338524722,$,407,4.6,265,adf072e3-a724-42b4-82a2-a13c3e6b4968
309,台灣美食,taichung,4277.777777777777,36,3500.0,4000.0,5000.0,982.0927516479827,$,403,4.8,141,4c5fb19e-315d-4a94-8575-3ea11ce7fae8
310,台灣美食,taichung,17363.636363636364,11,12500.0,18000.0,21000.0,5261.74404672283,$,404,4.7,81,ff933438-233a-45be-ac79-56f3af8a6244
311,台灣美食,taichung,85446.15384615384,13,92400.0,92400.0,92400.0,24088.829692957923,$$$,403,4.8,43,30bf5904-4563-4823-ba76-c64e5f4fc558
312,台灣美食,taichung,7601.5625,128,4500.0,6500.0,9000.0,4712.5826314870865,$,407,4.5,49,f5040195-b9b1-45c9-9d6a-f35451998abd
313,日式料理,taichung,11439.39393939394,33,8000.0,11000.0,15000.0,5184.121409091968,$,403,4.8,500,6a498d99-c121-4e22-84f5-0f7d48bb5fb2
314,中式料理,taichung,10142.857142857143,7,4800.0,4800.0,8400.0,10447.53657127666,$,404,4.7,500,e33f4e7d-d959-47dc-9321-2a36ecf432ab
315,Vegetarian Friendly,taichung,9842.105263157895,38,6000.0,11000.0,13750.0,4199.162296091885,$,404,4.8,455,204bd311-1224-4048-b94d-27e4b28e9af1
316,日式料理,taichung,10428.57142857143,7,4500.0,15000.0,15250.0,5753.4373044577915,$,403,4.8,110,baaaf1f9-fb32-4b77-bdd4-95f6f0b525fa
317,健康美食,taichung,4820.0,20,500.0,2000.0,4350.0,5922.8878091687675,$,403,4.6,203,f6abf972-5e7c-419a-a7cf-c2589cbbf653
318,Desserts,taichung,5547.619047619048,21,5000.0,5500.0,6000.0,785.3534524986021,$,407,4.8,110,99b1d6da-8bbb-4ff4-929f-006095741f39
319,Breakfast and Brunch,taichung,5798.449612403101,129,3500.0,4500.0,6500.0,3276.9570044023158,$,408,4.9,209,5a4a85b4-7c02-4ea9-adba-9eb37f794694
320,Breakfast and Brunch,taichung,9102.857142857143,35,4250.0,8900.0,13450.0,6246.346850727377,$,407,4.4,347,e7409c5e-4380-4237-be5a-09ff241086bd
321,韓國美食,taichung,26800.0,20,15750.0,29000.0,36000.0,9831.581764904364,$,407,4.8,337,e1339aa4-0724-4700-ae79-4a1581fc29cf
322,港式美食,taichung,20347.31182795699,93,8000.0,20000.0,22000.0,22794.77676162767,$,407,4.6,155,51c3ede2-8482-4400-98cc-092dddee33db
323,咖啡館,taichung,13987.878787878788,33,13000.0,14000.0,15000.0,2852.7241181717045,$,403,4.8,159,500faa4d-3979-48ea-93af-7d234ea476a7
324,咖啡館,taichung,13300.0,37,13000.0,14000.0,15000.0,3875.3552583445016,$,403,5.0,93,54e9ef31-e015-4b32-83d0-81f6db8ab1a9
325,咖啡館,taichung,6417.64705882353,51,5500.0,6500.0,7500.0,2139.974883703897,$,408,4.8,73,4d4463cf-9387-450f-b444-d077848a78b7
